animi,5.761959154317363e-07,
anion,1.3626367208226988e-06,
anise,1.525878419275437e-07,
anker,2.626718391172635e-07,
ankle,4.208540772197011e-06,1773.0
anlas,2.8101484655849035e-08,
annal,1.0608861402950665e-07,
annas,3.224639113610714e-07,
annex,2.0078683701285628e-06,1647.0
annoy,7.503209457127014e-07,1317.0
annul,5.488374955575637e-07,677.0
anode,2.933787795882381e-06,1899.0
antae,1.992147660979404e-08,
anted,1.6303797913440013e-07,
antes,4.0526318518466004e-07,
antic,1.5739006343551409e-07,2142.0
antis,3.878794952535317e-08,
antra,3.5184430761200284e-08,
anvil,7.5890427979175e-07,2171.0
aorta,2.721082969401323e-06,2308.0
apace,2.4256252294535968e-06,
apaid,4.9672185064116343e-08,
apart,3.386787811905378e-05,1691.0
apayd,5.7389377895079657e-08,
apeak,2.0820732150765683e-08,
apers,1.0028692506479045e-07,
apert,4.2245847140606113e-08,
aphid,9.851811398675635e-07,413.0
aphis,1.8791603186681e-07,
apian,2.2597805780895267e-08,
aping,1.1186748778868605e-07,704.0
apish,1.9684103719475898e-07,
apnea,1.0728279116278827e-06,1917.0
appal,1.3591152663135102e-07,
appel,1.3633731626054685e-07,
apple,8.15445268926851e-06,615.0
apply,8.434277042397298e-05,1193.0
appro,6.810345242413973e-07,
appui,5.082196832433101e-08,
apres,3.113441285502898e-07,
apron,2.2652456186733616e-06,371.0
apses,5.3285230811904986e-08,
apsis,6.168415803954074e-08,
apted,4.4323835044789684e-08,
apter,3.583727798824791e-07,
aptly,1.8223608935841184e-06,522.0
aquae,8.72206596929787e-08,
aquas,1.1396560201019177e-07,
arbor,4.2332153554980323e-07,830.0
arced,2.2567194494419552e-08,
archi,2.218152547075811e-07,
arcus,7.914168048086023e-08,
ardor,5.09727114490488e-07,637.0
aread,1.0966334341828869e-07,
areal,1.6989294992950312e-06,
areas,5.206503934053112e-05,
areca,1.5123699448167553e-07,
arede,3.0640934217727266e-08,
arena,6.990539359321701e-06,1015.0
arene,3.504297762737871e-08,
arere,3.5241416859305586e-08,
arete,5.603244022271799e-08,
argil,5.613206025566732e-08,
argol,1.9051612612721932e-08,
argon,1.565620160662947e-06,
argot,3.301130485035595e-08,
argue,2.683506547327852e-05,73.0
argus,3.8302768198187433e-08,
arias,1.313600345506863e-07,
ariot,1.5928062427192678e-08,
arise,2.546794588852208e-05,560.0
arish,8.433741637943363e-08,
arked,1.5352875202566932e-08,
arles,4.4928841302915854e-08,
armed,2.5193984838376937e-05,
armer,5.492553078681249e-08,
armor,3.69415741715784e-06,1727.0
aroma,1.868620094001017e-06,242.0
arose,1.243045768205775e-05,1252.0
arras,3.451478208947269e-07,
array,2.0758211521751947e-05,1120.0
arret,1.7272237515071513e-07,
arris,6.003127932017695e-08,
arrow,8.71724912940408e-06,1774.0
arsed,5.6598925683394906e-08,
arses,9.633023389564136e-08,
arsis,3.2927503515680976e-08,
arson,1.485241261889314e-06,659.0
artel,4.2096661404619126e-08,
artic,1.6858899611039445e-07,
artis,2.631326258012861e-07,
artsy,8.888647005989014e-08,2312.0
ascot,2.8376055443146697e-08,1057.0
ascus,4.5469067133758936e-08,
ashed,5.1891474913604665e-08,
ashen,4.096612138937417e-07,1104.0
ashes,8.624990820858505e-06,
aside,2.912819101766217e-05,192.0
asked,8.487282350240723e-05,
asker,2.7761673672730933e-08,
askew,3.2870659055106444e-07,316.0
aspen,3.9459873088040133e-07,
asper,1.0416663458980337e-07,
aspic,4.1461140701889367e-08,
aspis,1.7244457023873467e-08,
assai,6.926818440030539e-08,
assay,8.621885172033217e-06,869.0
asses,2.273496743276072e-06,
asset,1.8609704839036567e-05,349.0
assez,1.223206451034669e-07,
aster,1.381503698756166e-05,
astir,2.697206239705024e-07,
ataxy,4.357156666269406e-08,
atlas,7.360654021062793e-07,
atman,3.4125465078108735e-08,
atmos,1.229295627326065e-07,
atoll,3.966387939158267e-07,353.0
atoms,8.579920987591331e-06,
atone,4.782910815492869e-07,369.0
atony,1.0628639879670325e-07,
atopy,1.526290097656725e-08,
atria,1.967307403854663e-07,
attar,1.1572041448500909e-07,
attic,2.1396057059064333e-06,2254.0
audio,9.716530175865046e-06,1589.0
audit,1.5931645339151147e-05,91.0
auger,3.2453359622900497e-07,
aught,3.581926005935543e-06,
augur,2.232229962828569e-07,406.0
aulic,3.936797502563244e-08,
aunts,5.091783201465023e-07,
aunty,8.417815692496335e-08,952.0
aurae,2.5827107139694187e-08,
aural,2.5577173400263084e-07,
auras,9.39210172711514e-08,
aurei,7.694299334764637e-08,
aures,1.663471176138742e-07,
auric,2.5799787813832827e-08,
auris,5.356248488331571e-08,
aurum,2.877825617432815e-07,
autos,3.123186377262089e-07,
auxin,1.2308046786405282e-07,
avail,4.819930591111188e-06,1232.0
avale,7.453957923696775e-08,
avant,5.331165692149616e-07,
avast,8.746211931963078e-08,
avens,2.325915683985504e-08,
avers,9.02940107859142e-07,
avert,1.5554093511127576e-06,564.0
avian,1.7030722870003956e-06,1970.0
avise,1.3870173993491854e-07,
avize,1.6955178955860672e-08,
avoid,6.044205314537976e-05,1982.0
avows,3.796884518723577e-07,
await,3.477266900517861e-06,2234.0
awake,7.097156694726436e-06,4.0
award,3.122285612334963e-05,675.0
aware,5.377617781050503e-05,1198.0
awash,4.914766054753273e-07,1882.0
aways,1.3178291888849005e-07,
awful,7.437915037371568e-06,377.0
awing,1.854943605144727e-07,
awned,9.650584996775317e-08,
awoke,2.335597744149709e-06,709.0
awork,1.1560894255503185e-07,
axial,8.74400991051516e-06,1942.0
axile,1.9948640548627362e-08,
axils,2.096061655747324e-07,
axing,2.2307371336452232e-08,
axiom,1.571340590089676e-06,1710.0
axion,8.067932578459393e-08,2110.0
axles,9.63989833708139e-07,
axons,2.5252416499255136e-07,
ayres,2.9621976691626057e-07,
ayrie,1.04509230818967e-07,
azide,1.9254340928363066e-07,
azido,5.099848734241671e-08,
azine,7.291666148186908e-08,
azoic,1.834847637673429e-08,
azote,2.894457674190293e-07,
azure,5.446076966109103e-07,860.0
baaed,2.450346396236476e-08,
babel,5.347836446670039e-08,
babes,2.167259842686611e-06,
bacca,2.2604661520375658e-08,
bacco,1.1887787218031101e-07,
backs,5.314435855460978e-06,
bacon,2.907177242832404e-06,1925.0
badge,2.1872345382689674e-06,329.0
badly,1.2536307804111856e-05,146.0
bafts,2.360301646038672e-08,
bagel,2.390488614523179e-07,1707.0
baggy,5.737083344570238e-07,1258.0
bails,8.719904084267901e-08,
bairn,2.182880176820463e-07,
baith,1.4007804878086895e-06,
baits,9.56423628746432e-07,
baize,1.372695129940273e-07,
bajra,2.9592474626945945e-08,
baked,2.3675809993543103e-06,
baken,3.143819410300619e-07,
baker,1.081643581528624e-06,534.0
bakes,2.2013717616308477e-07,
balas,1.493284022674884e-08,
balds,3.3313380619989145e-08,
baled,1.3264393350535918e-07,
baler,1.2308846905284554e-07,1876.0
bales,2.5707691757513264e-06,
balks,9.107291195033549e-08,
balky,1.924062973903172e-08,
balls,6.800381222787494e-06,
bally,2.7923704000347546e-08,
balms,5.61701940447425e-08,
balmy,3.480034635572338e-07,1596.0
balsa,3.796385099286148e-07,
banal,8.215897901209246e-07,201.0
banco,2.048586416127417e-07,
bancs,1.4319421736387082e-08,
banda,3.0461388764382664e-08,
bands,2.052790868167274e-05,
bandy,2.818076046705843e-07,
baned,1.6611914366945118e-08,
banes,1.484752481953131e-07,
bangs,1.3411276194201624e-07,
banjo,5.405639740274637e-07,2109.0
banks,3.163787685954626e-05,
banns,3.27333356133262e-07,
bants,1.803137607964561e-08,
barbe,3.279198608891348e-08,
barbs,2.1461301943103403e-07,
barde,6.880557658713785e-08,
bards,1.2733665182865869e-06,
bardy,2.5059741937437053e-08,
bared,4.1331452423994854e-07,
barer,4.2522993374346433e-08,
bares,1.3412391185036325e-07,
barge,3.022176583726832e-06,849.0
baric,4.846290891796351e-08,
barks,9.155636185608474e-07,
barky,2.963647585204535e-08,
barmy,2.2993276566394783e-08,
barns,1.3999059358291368e-06,
baron,1.0237816320568528e-06,1868.0
barra,5.2884105321389284e-08,
barre,1.8017687749817013e-06,
barry,3.865087945083172e-08,
basal,9.741775729708024e-06,2269.0
based,6.371739219300019e-05,
basen,2.2361689803003843e-08,
baser,9.89722417525758e-07,
bases,7.005037686344742e-06,
basic,0.0001127168505627,100.0
basil,1.1187082594688037e-06,1836.0
basin,1.5732967121948604e-05,827.0
basis,0.0001781095976184,1660.0
basks,3.4669597116253875e-08,
bason,8.40974235518142e-07,
basse,6.53620081887578e-08,
bassi,2.9474244567656144e-08,
basso,2.769196787330777e-07,
bassy,3.3183524400088186e-08,
basta,5.535067568558543e-08,
baste,1.632317933797367e-07,2062.0
basts,6.21444766233253e-08,
batch,7.239707711050869e-06,2162.0
bated,4.100940107293765e-07,
bates,3.1343764285237577e-07,
bathe,1.2037821954891117e-06,951.0
baths,3.122496355454875e-06,
batik,4.403482871673248e-08,
baton,6.747066174739302e-07,183.0
batta,8.143304440168573e-08,
batts,6.2414292186273e-08,
batty,5.730399468717452e-08,29.0
bauds,7.25379897797546e-08,
bauks,2.1169417372647496e-08,
baulk,1.7284763788466124e-07,
bavin,3.4934741707152254e-08,
bawds,1.4369271289761148e-07,
bawdy,3.694590049008184e-07,1427.0
bawls,4.598432840490902e-08,
bayed,3.71570510394347e-08,
bayes,1.64664005501798e-07,
bayle,2.45145210710336e-07,
bayou,2.657233727632047e-07,352.0
bayts,2.1809596399797908e-08,
bazar,1.3836697206465613e-07,
beach,1.6571426367590903e-05,1079.0
beads,3.425826073324764e-06,
beady,2.151131751304547e-07,380.0
beaks,5.8194549691274e-07,
beals,2.040060337017595e-08,
beams,8.118800383928059e-06,
beamy,1.6056603320269146e-07,
beano,6.390539544503441e-08,
beans,4.639542353406074e-06,
beany,4.513677826321573e-07,
beard,4.628086749107752e-06,1251.0
beare,1.8958655262863315e-05,
bears,2.1044578563497943e-05,
beast,5.77700688609184e-06,1516.0
beath,3.180782549074749e-07,
beats,3.397100106584416e-06,
beaus,8.69321422813075e-08,
beaut,8.456101638157995e-07,
beaux,3.471907866980928e-07,
bebop,1.8003728210648713e-08,
becke,3.64457712229256e-07,
becks,7.639489519616606e-08,
bedel,1.9119287738908688e-08,
bedes,4.743053449568917e-08,
bedew,1.1947206176545254e-07,
beech,1.190053152413384e-06,893.0
beefs,2.1074103130091205e-08,
beefy,2.1080053230093654e-07,1409.0
beeps,2.296339984543912e-08,
beers,2.967447476187601e-07,
beets,1.0820676313126288e-06,
befit,9.606875465806297e-08,1702.0
befog,3.864182488881702e-08,
begad,1.723892529271059e-08,
began,0.0001329048810293,1747.0
begar,4.906245572140648e-08,
begat,3.2260111879622857e-07,1192.0
beget,3.850611477673738e-07,1214.0
begin,6.175966977025383e-05,1648.0
begot,2.162799484094736e-06,
begum,7.421096039948406e-08,
begun,2.643170751980506e-05,859.0
beige,1.4015593282666288e-07,
being,0.0005071258853422,340.0
beins,6.315074788835708e-08,
belay,4.973128845825031e-08,
belch,1.4771078241437862e-07,118.0
belee,8.174559052418224e-08,
belie,3.3985246943757375e-07,1872.0
belle,4.876102968864871e-07,2011.0
bells,5.498963654286644e-06,
belly,6.712206313750357e-06,58.0
belon,1.515186942157277e-07,
below,0.0001356115438102,1414.0
belts,1.958644677844636e-06,
bemad,1.4599454640977666e-08,
bench,9.216830676450629e-06,17.0
bends,2.2520844638871896e-06,
bendy,1.5919213650713497e-08,
benes,1.1713156773225545e-07,
benet,1.8896081578815369e-07,
benne,1.6738390036988933e-07,
bento,4.1851574785777536e-08,
bents,1.722958298802433e-07,
beray,4.289503154192725e-08,
beres,5.906198734494639e-07,
beret,2.535234577294432e-07,1988.0
bergs,9.07945902408528e-08,
berme,2.9143360424494374e-08,
berms,3.066267298876695e-08,
berry,1.234912909922059e-06,1955.0
berth,1.4552353741237312e-06,400.0
beryl,2.1144981735469285e-07,
beset,1.662228819441225e-06,798.0
besom,9.730055064566685e-08,
besot,9.336889392282858e-08,
besti,2.1531614319174442e-08,
bests,6.278557471535333e-08,
betas,3.3673735224585365e-08,
betel,4.043893437710722e-07,856.0
betes,2.2092357301243345e-08,
beths,9.50794053496129e-08,
betid,4.2796289544869777e-08,
beton,4.977811619927275e-07,
betty,1.672904751788017e-08,
bevel,5.58308584572842e-07,1313.0
bever,9.276762890343149e-08,
bewet,6.013997340547981e-08,
bezel,1.3755387072933448e-07,2111.0
bhang,2.1689900405549216e-08,
bibbs,1.6431977760625115e-08,
bible,9.605754792119114e-07,1242.0
bicep,1.341968502366342e-07,1827.0
bices,7.705829133750517e-08,
biddy,4.1442851212991634e-08,2089.0
bided,4.314824217921398e-08,
bides,1.506730458759128e-07,
bidet,3.7317143589762265e-08,
bield,3.457465181207102e-08,
biers,3.821461120707863e-08,
bifid,3.037226258632094e-07,
bigha,1.614683609703242e-08,
bight,2.741779081583983e-07,
bigot,1.6177240638626245e-07,2261.0
bijou,2.0611362579939872e-08,
biker,3.806936155833837e-08,
bikes,1.35130993528243e-07,
bilbo,1.6557499544724338e-08,
biles,2.576995952578816e-07,
bilge,3.562433406045784e-07,923.0
bills,2.3531998580549584e-05,
billy,2.352666777483137e-07,1578.0
binds,2.9734561071957333e-06,
bines,1.1666596147272493e-07,
binge,8.541958143837292e-07,1858.0
bingo,7.210588353245839e-07,1415.0
bings,4.06603593794408e-08,
bints,5.792348162567343e-08,
biome,2.194448376258152e-07,82.0
biota,3.986678924535875e-07,
biped,8.47878111840053e-08,
bipod,2.982453078072587e-08,
birch,1.8867385074372576e-06,713.0
birds,2.3807105157330327e-05,
birks,1.553559090854033e-08,
birth,4.433581161720213e-05,1779.0
bison,1.082240728464967e-06,2059.0
bitch,1.0627687102052835e-06,
biter,1.2790741070745072e-07,
bites,1.1911360835243228e-06,
bitte,2.338553577204609e-07,
bitts,6.31013190895894e-08,
bitty,9.965499089048537e-08,1366.0
blabs,4.0827862010864087e-08,
black,0.000125841240515,300.0
blade,1.1270158211118542e-05,2072.0
blaff,3.8885153042023217e-08,
blain,3.381475192375783e-08,
blame,1.3008892092329917e-05,2264.0
blams,1.8682697732173425e-08,
bland,1.3711746055378172e-06,403.0
blank,1.2762779224431142e-05,1037.0
blare,1.5916230367452044e-07,1613.0
blase,1.3700598617485746e-07,
blast,6.438258042180678e-06,598.0
blate,4.817607435502448e-08,
blaud,2.3117013414726444e-08,
blawn,3.4403155044856384e-08,
blaze,1.585439742939343e-06,1350.0
bleak,2.3430184114658912e-06,1319.0
blear,1.854711718122323e-07,
bleat,1.065094211583073e-07,1468.0
blebs,6.428957063034155e-08,
bleed,1.9072448731094485e-06,74.0
bleep,8.753583163212399e-08,2196.0
blees,2.519337639289496e-08,
blend,6.403719871741487e-06,1608.0
blent,2.4976399914261164e-07,
bless,3.853126258945849e-06,835.0
blest,5.195529880343595e-06,
blets,4.2910667383373626e-08,
blimp,1.0694083528051125e-07,1338.0
blind,1.915200387884397e-05,1502.0
bling,5.644291884680049e-07,
blink,1.5801712532947932e-06,749.0
bliss,2.373281345171563e-06,895.0
blist,4.7585166294080633e-08,
blitz,3.445040505312136e-07,1408.0
blive,1.5114514869279524e-08,
bloat,1.7360541590960565e-07,1223.0
blobs,5.081298017158757e-08,
block,4.385559223010205e-05,930.0
blocs,1.4807240245991065e-07,
blogs,9.341631646895361e-08,
bloke,6.343026009858477e-07,252.0
blond,3.562193003290304e-06,841.0
blood,0.0001105603737232,1631.0
bloom,3.5157190541212912e-06,871.0
blots,5.343167893297089e-07,
blown,6.327087712634238e-06,372.0
blows,6.562003661022467e-06,
blude,7.169210453465798e-07,
bludy,2.4145924052359724e-08,
blued,3.965883512445901e-08,
bluer,1.3567225934707494e-07,851.0
blues,7.443416300246552e-07,
bluff,1.795217526705528e-06,422.0
bluid,4.5584585543447284e-08,
blume,2.508055855136112e-08,
blunt,3.544019509718055e-06,1208.0
blurb,2.100212091704634e-07,1074.0
blurs,1.0222859777885541e-07,
blurt,2.2638443965661282e-07,139.0
blush,1.916034492523977e-06,5.0
board,8.824088843539357e-05,1922.0
boars,5.995434997488977e-07,
boast,2.3985193092812552e-06,1934.0
boats,1.5804830669288515e-05,
bobby,1.564994731495517e-07,411.0
bocca,3.1993996567443346e-08,
boche,3.7943926919007046e-08,
bocks,4.941237504718644e-08,
boded,9.144369547046204e-08,
bodes,2.110126007293955e-07,
bodle,1.5964495458103753e-08,
bogey,7.467842244708057e-08,
boggy,3.705599034731222e-07,
bogie,1.5345851137263176e-07,
bogle,1.9157563973441012e-08,
bogus,2.386552105512538e-07,
bohea,7.881585556851051e-08,
boils,1.0588060382369454e-06,
boing,1.08082224443866e-07,
boite,2.2884165485647347e-08,
boked,1.5193881057340222e-08,
bokes,2.426456013390968e-06,
bolas,1.670347788226193e-08,
bolds,2.7729897455176253e-08,
boles,1.86418701412313e-07,
bolls,1.040232408047523e-06,
bolts,3.7968093962922247e-06,
bolus,3.265943297752035e-07,
bomas,1.6412224828856223e-08,
bombe,1.876301390798017e-07,
bombs,1.4056102525335982e-06,
bonds,3.6847086388565214e-05,
boned,2.4428280895882894e-07,
boner,9.606290692140909e-08,
bones,1.9682257099982683e-05,
boney,4.1431725712470784e-08,2067.0
bongo,8.103535208192626e-08,858.0
bonie,2.9108988245032727e-08,
bonks,2.1488317731171564e-08,
bonne,4.894477256446914e-07,
bonny,7.164102135423725e-07,
bonus,6.350953817673144e-06,1159.0
bonze,2.4760279086019e-08,
boobs,3.2612647670705767e-08,
booby,3.718470705393884e-07,54.0
booed,2.3353815542953144e-08,
boofy,1.4709115817691478e-08,
boohs,2.0257452045454242e-08,
books,8.947255302324756e-05,
booms,3.6577514643126434e-07,
boons,9.852973521176433e-08,
boord,9.049095287291168e-07,
boors,2.273339967657944e-07,
boose,1.5280061910419094e-07,
boost,5.787851314380532e-06,197.0
booth,3.14225591637296e-06,1762.0
boots,3.93763748767548e-06,
booty,9.073423609606834e-07,1915.0
booze,8.716581919543387e-07,469.0
boozy,7.547872005631006e-08,130.0
boras,2.2420987045066972e-08,
borax,2.725570934103416e-07,724.0
borde,2.210992203492797e-07,
bords,7.502490619614423e-08,
bored,2.0658540859240195e-06,
borer,5.306723534006007e-07,
bores,5.498021360371953e-07,
boric,3.255952539185433e-07,
borna,1.4990108968153926e-08,
borne,1.118904170652968e-05,2030.0
boron,8.907426831897056e-07,
bosky,3.45313313413561e-08,
bosom,2.5242345236620167e-06,913.0
boson,1.4590079876902326e-07,
bossy,2.952058004268565e-07,1733.0
bosun,1.772753404013633e-08,
botch,7.392880306156259e-08,1663.0
botel,1.5432999252269655e-08,
botes,7.711113727463336e-08,
bothy,4.966940794065993e-08,
botte,3.613376181044181e-08,
botts,1.5554560917490764e-08,
bouge,2.938574178477606e-08,
bough,3.777492514700498e-07,494.0
boule,9.369705310291465e-08,741.0
boult,6.425855322962105e-08,
bound,4.461358767002821e-05,1701.0
bourd,1.869574649937106e-07,
bourg,1.230454335395729e-07,
bourn,1.2805347166906685e-07,
bouse,1.0408309615491575e-06,
bouts,3.907260936233734e-07,
bowed,4.926136537619641e-06,
bowel,4.8965528776534485e-06,665.0
bower,1.5599582535736217e-06,
bowes,1.1148245078512325e-06,
bowie,6.37271702038986e-08,
bowls,1.5271168399576795e-06,
bowse,3.5266787031294455e-08,
boxed,3.846183884953929e-07,
boxen,1.8487636241348866e-08,
boxer,8.911520939136608e-07,1228.0
boxes,9.905388187069465e-06,
boyar,2.6585381415115212e-08,
brace,1.6222538556576185e-06,2117.0
brach,6.179526025500256e-08,
brack,4.236727451944178e-08,
bract,1.1363892863893209e-07,
brads,3.767874180608917e-08,
braes,1.0121944165224325e-07,
brags,4.0723981978766453e-07,
braid,1.0905768101565627e-06,865.0
brail,2.7525927382720228e-08,
brain,5.087731879029889e-05,821.0
brake,5.234417017163651e-06,184.0
brame,1.819298295956705e-08,
brand,1.549231657918426e-05,1821.0
brane,1.272478810594617e-07,
brank,1.4599818996605332e-08,
brans,1.5082114577321585e-08,
brant,8.860049766848187e-08,
brash,4.982696992783531e-07,1417.0
